"REF_DATE","GEO","Educational.attainment.level","Age.group","Sex","UOM","VALUE"
2009,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",2.5
2009,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",1.5
2009,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",3.5
2009,"Prince Edward Island","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",32
2009,"Prince Edward Island","Short-cycle tertiary","25 to 44 years","Female","Percent",37.5
2009,"Prince Edward Island","Short-cycle tertiary","25 to 44 years","Male","Percent",26.5
2009,"Prince Edward Island","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",24.5
2009,"Prince Edward Island","Short-cycle tertiary","45 to 64 years","Female","Percent",32
2009,"Prince Edward Island","Short-cycle tertiary","45 to 64 years","Male","Percent",17
2009,"Prince Edward Island","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",14
2009,"Prince Edward Island","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",17.5
2009,"Prince Edward Island","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",10.5
2009,"Prince Edward Island","Tertiary education","25 to 44 years","Both sexes","Percent",53.5
2009,"Prince Edward Island","Tertiary education","25 to 44 years","Female","Percent",63.5
2009,"Prince Edward Island","Tertiary education","25 to 44 years","Male","Percent",43.5
2009,"Prince Edward Island","Tertiary education","45 to 64 years","Both sexes","Percent",41.5
2009,"Prince Edward Island","Tertiary education","45 to 64 years","Female","Percent",49
2009,"Prince Edward Island","Tertiary education","45 to 64 years","Male","Percent",33.5
2009,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",23.5
2009,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Female","Percent",28
2009,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Male","Percent",19
2009,"Prince Edward Island","Total, all levels","25 to 44 years","Both sexes","Percent",100
2009,"Prince Edward Island","Total, all levels","25 to 44 years","Female","Percent",100
2009,"Prince Edward Island","Total, all levels","25 to 44 years","Male","Percent",100
2009,"Prince Edward Island","Total, all levels","45 to 64 years","Both sexes","Percent",100
2009,"Prince Edward Island","Total, all levels","45 to 64 years","Female","Percent",100
2009,"Prince Edward Island","Total, all levels","45 to 64 years","Male","Percent",100
2009,"Prince Edward Island","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2009,"Prince Edward Island","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2009,"Prince Edward Island","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2009,"Prince Edward Island","Upper secondary","25 to 44 years","Both sexes","Percent",27
2009,"Prince Edward Island","Upper secondary","25 to 44 years","Female","Percent",24
2009,"Prince Edward Island","Upper secondary","25 to 44 years","Male","Percent",30.5
2009,"Prince Edward Island","Upper secondary","45 to 64 years","Both sexes","Percent",24.5
2009,"Prince Edward Island","Upper secondary","45 to 64 years","Female","Percent",25.5
2009,"Prince Edward Island","Upper secondary","45 to 64 years","Male","Percent",24
2009,"Prince Edward Island","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",13
2009,"Prince Edward Island","Upper secondary","Total, 25 to 64 years","Female","Percent",12.5
2009,"Prince Edward Island","Upper secondary","Total, 25 to 64 years","Male","Percent",13.5
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",35
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",28.5
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",41.5
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",36
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",33
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",39
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",17.5
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",15.5
2009,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",20
2009,"Prince Edward Island","Upper secondary or above","25 to 44 years","Both sexes","Percent",88.5
2009,"Prince Edward Island","Upper secondary or above","25 to 44 years","Female","Percent",92
2009,"Prince Edward Island","Upper secondary or above","25 to 44 years","Male","Percent",85
2009,"Prince Edward Island","Upper secondary or above","45 to 64 years","Both sexes","Percent",77.5
2009,"Prince Edward Island","Upper secondary or above","45 to 64 years","Female","Percent",82.5
2009,"Prince Edward Island","Upper secondary or above","45 to 64 years","Male","Percent",72.5
2009,"Prince Edward Island","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",41
2009,"Prince Edward Island","Upper secondary or above","Total, 25 to 64 years","Female","Percent",43.5
2009,"Prince Edward Island","Upper secondary or above","Total, 25 to 64 years","Male","Percent",39
2009,"Quebec","Bachelor's level","25 to 44 years","Both sexes","Percent",20.5
2009,"Quebec","Bachelor's level","25 to 44 years","Female","Percent",24
2009,"Quebec","Bachelor's level","25 to 44 years","Male","Percent",17
2009,"Quebec","Bachelor's level","45 to 64 years","Both sexes","Percent",12.5
2009,"Quebec","Bachelor's level","45 to 64 years","Female","Percent",11
2009,"Quebec","Bachelor's level","45 to 64 years","Male","Percent",13.5
2009,"Quebec","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",8
2009,"Quebec","Bachelor's level","Total, 25 to 64 years","Female","Percent",8.5
2009,"Quebec","Bachelor's level","Total, 25 to 64 years","Male","Percent",7.5
2009,"Quebec","Below upper secondary","25 to 44 years","Both sexes","Percent",11
2009,"Quebec","Below upper secondary","25 to 44 years","Female","Percent",9
2009,"Quebec","Below upper secondary","25 to 44 years","Male","Percent",12.5
2009,"Quebec","Below upper secondary","45 to 64 years","Both sexes","Percent",21.5
2009,"Quebec","Below upper secondary","45 to 64 years","Female","Percent",21
2009,"Quebec","Below upper secondary","45 to 64 years","Male","Percent",21.5
2009,"Quebec","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",8
2009,"Quebec","Below upper secondary","Total, 25 to 64 years","Female","Percent",7.5
2009,"Quebec","Below upper secondary","Total, 25 to 64 years","Male","Percent",8.5
2009,"Quebec","Lower secondary","25 to 44 years","Both sexes","Percent",8
2009,"Quebec","Lower secondary","25 to 44 years","Female","Percent",6.5
2009,"Quebec","Lower secondary","25 to 44 years","Male","Percent",9.5
2009,"Quebec","Lower secondary","45 to 64 years","Both sexes","Percent",13
2009,"Quebec","Lower secondary","45 to 64 years","Female","Percent",13
2009,"Quebec","Lower secondary","45 to 64 years","Male","Percent",13
2009,"Quebec","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",5
2009,"Quebec","Lower secondary","Total, 25 to 64 years","Female","Percent",5
2009,"Quebec","Lower secondary","Total, 25 to 64 years","Male","Percent",5.5
2009,"Quebec","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",7.5
2009,"Quebec","Master's or Doctoral level","25 to 44 years","Female","Percent",7.5
2009,"Quebec","Master's or Doctoral level","25 to 44 years","Male","Percent",7
2009,"Quebec","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",6
2009,"Quebec","Master's or Doctoral level","45 to 64 years","Female","Percent",5
2009,"Quebec","Master's or Doctoral level","45 to 64 years","Male","Percent",7
2009,"Quebec","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",3.5
2009,"Quebec","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",3
2009,"Quebec","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3.5
2009,"Quebec","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",17
2009,"Quebec","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",14
2009,"Quebec","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",19.5
2009,"Quebec","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",15.5
2009,"Quebec","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",13
2009,"Quebec","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",18
2009,"Quebec","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",8
2009,"Quebec","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",7
2009,"Quebec","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",9.5
2009,"Quebec","Pre-primary and primary","25 to 44 years","Both sexes","Percent",3
2009,"Quebec","Pre-primary and primary","25 to 44 years","Female","Percent",2.5
2009,"Quebec","Pre-primary and primary","25 to 44 years","Male","Percent",3.5
2009,"Quebec","Pre-primary and primary","45 to 64 years","Both sexes","Percent",8
2009,"Quebec","Pre-primary and primary","45 to 64 years","Female","Percent",8
2009,"Quebec","Pre-primary and primary","45 to 64 years","Male","Percent",8.5
2009,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",3
2009,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",2.5
2009,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",3
2009,"Quebec","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",27
2009,"Quebec","Short-cycle tertiary","25 to 44 years","Female","Percent",29
2009,"Quebec","Short-cycle tertiary","25 to 44 years","Male","Percent",24.5
2009,"Quebec","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",20
2009,"Quebec","Short-cycle tertiary","45 to 64 years","Female","Percent",21.5
2009,"Quebec","Short-cycle tertiary","45 to 64 years","Male","Percent",19
2009,"Quebec","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",11.5
2009,"Quebec","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",12.5
2009,"Quebec","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",10.5
2009,"Quebec","Tertiary education","25 to 44 years","Both sexes","Percent",54.5
2009,"Quebec","Tertiary education","25 to 44 years","Female","Percent",60.5
2009,"Quebec","Tertiary education","25 to 44 years","Male","Percent",48.5
2009,"Quebec","Tertiary education","45 to 64 years","Both sexes","Percent",38
2009,"Quebec","Tertiary education","45 to 64 years","Female","Percent",37
2009,"Quebec","Tertiary education","45 to 64 years","Male","Percent",38.5
2009,"Quebec","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",23
2009,"Quebec","Tertiary education","Total, 25 to 64 years","Female","Percent",24.5
2009,"Quebec","Tertiary education","Total, 25 to 64 years","Male","Percent",22
2009,"Quebec","Total, all levels","25 to 44 years","Both sexes","Percent",100
2009,"Quebec","Total, all levels","25 to 44 years","Female","Percent",100
2009,"Quebec","Total, all levels","25 to 44 years","Male","Percent",100
2009,"Quebec","Total, all levels","45 to 64 years","Both sexes","Percent",100
2009,"Quebec","Total, all levels","45 to 64 years","Female","Percent",100
2009,"Quebec","Total, all levels","45 to 64 years","Male","Percent",100
2009,"Quebec","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2009,"Quebec","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2009,"Quebec","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2009,"Quebec","Upper secondary","25 to 44 years","Both sexes","Percent",17.5
2009,"Quebec","Upper secondary","25 to 44 years","Female","Percent",16.5
2009,"Quebec","Upper secondary","25 to 44 years","Male","Percent",18.5
2009,"Quebec","Upper secondary","45 to 64 years","Both sexes","Percent",25.5
2009,"Quebec","Upper secondary","45 to 64 years","Female","Percent",28.5
2009,"Quebec","Upper secondary","45 to 64 years","Male","Percent",22.5
2009,"Quebec","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",11
2009,"Quebec","Upper secondary","Total, 25 to 64 years","Female","Percent",11.5
2009,"Quebec","Upper secondary","Total, 25 to 64 years","Male","Percent",10.5
2009,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",35
2009,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",31
2009,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",38.5
2009,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",40.5
2009,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",41.5
2009,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",40
2009,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",19
2009,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",18
2009,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",19.5
2009,"Quebec","Upper secondary or above","25 to 44 years","Both sexes","Percent",89
2009,"Quebec","Upper secondary or above","25 to 44 years","Female","Percent",91
2009,"Quebec","Upper secondary or above","25 to 44 years","Male","Percent",87.5
2009,"Quebec","Upper secondary or above","45 to 64 years","Both sexes","Percent",78.5
2009,"Quebec","Upper secondary or above","45 to 64 years","Female","Percent",79
2009,"Quebec","Upper secondary or above","45 to 64 years","Male","Percent",78.5
2009,"Quebec","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",42
2009,"Quebec","Upper secondary or above","Total, 25 to 64 years","Female","Percent",42.5
2009,"Quebec","Upper secondary or above","Total, 25 to 64 years","Male","Percent",41.5
2009,"Saskatchewan","Bachelor's level","25 to 44 years","Both sexes","Percent",18.5
2009,"Saskatchewan","Bachelor's level","25 to 44 years","Female","Percent",22
2009,"Saskatchewan","Bachelor's level","25 to 44 years","Male","Percent",15.5
2009,"Saskatchewan","Bachelor's level","45 to 64 years","Both sexes","Percent",11
2009,"Saskatchewan","Bachelor's level","45 to 64 years","Female","Percent",12
2009,"Saskatchewan","Bachelor's level","45 to 64 years","Male","Percent",9.5
2009,"Saskatchewan","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",7
2009,"Saskatchewan","Bachelor's level","Total, 25 to 64 years","Female","Percent",8.5
2009,"Saskatchewan","Bachelor's level","Total, 25 to 64 years","Male","Percent",6
2009,"Saskatchewan","Below upper secondary","25 to 44 years","Both sexes","Percent",8
2009,"Saskatchewan","Below upper secondary","25 to 44 years","Female","Percent",6
2009,"Saskatchewan","Below upper secondary","25 to 44 years","Male","Percent",11
2009,"Saskatchewan","Below upper secondary","45 to 64 years","Both sexes","Percent",16.5
2009,"Saskatchewan","Below upper secondary","45 to 64 years","Female","Percent",13
2009,"Saskatchewan","Below upper secondary","45 to 64 years","Male","Percent",20
2009,"Saskatchewan","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",6
2009,"Saskatchewan","Below upper secondary","Total, 25 to 64 years","Female","Percent",4.5
2009,"Saskatchewan","Below upper secondary","Total, 25 to 64 years","Male","Percent",7.5
2009,"Saskatchewan","Lower secondary","25 to 44 years","Both sexes","Percent",7
2009,"Saskatchewan","Lower secondary","25 to 44 years","Female","Percent",4.5
2009,"Saskatchewan","Lower secondary","25 to 44 years","Male","Percent",9.5
2009,"Saskatchewan","Lower secondary","45 to 64 years","Both sexes","Percent",13
2009,"Saskatchewan","Lower secondary","45 to 64 years","Female","Percent",10.5
2009,"Saskatchewan","Lower secondary","45 to 64 years","Male","Percent",15.5
2009,"Saskatchewan","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",5
2009,"Saskatchewan","Lower secondary","Total, 25 to 64 years","Female","Percent",3.5
2009,"Saskatchewan","Lower secondary","Total, 25 to 64 years","Male","Percent",6
2009,"Saskatchewan","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",5
2009,"Saskatchewan","Master's or Doctoral level","25 to 44 years","Female","Percent",5
2009,"Saskatchewan","Master's or Doctoral level","25 to 44 years","Male","Percent",5
2009,"Saskatchewan","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",4.5
2009,"Saskatchewan","Master's or Doctoral level","45 to 64 years","Female","Percent",4
2009,"Saskatchewan","Master's or Doctoral level","45 to 64 years","Male","Percent",6
2009,"Saskatchewan","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",2.5
2009,"Saskatchewan","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",2.5
2009,"Saskatchewan","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",2.5
2009,"Saskatchewan","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",20
2009,"Saskatchewan","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",16
2009,"Saskatchewan","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",23.5
2009,"Saskatchewan","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",18
2009,"Saskatchewan","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",14.5
2009,"Saskatchewan","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",22
2009,"Saskatchewan","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",9.5
2009,"Saskatchewan","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",7.5
2009,"Saskatchewan","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",11.5
2009,"Saskatchewan","Pre-primary and primary","25 to 44 years","Both sexes","Percent",1
2009,"Saskatchewan","Pre-primary and primary","25 to 44 years","Female","Percent",1
2009,"Saskatchewan","Pre-primary and primary","25 to 44 years","Male","Percent",1.5
2009,"Saskatchewan","Pre-primary and primary","45 to 64 years","Both sexes","Percent",3.5
2009,"Saskatchewan","Pre-primary and primary","45 to 64 years","Female","Percent",3
2009,"Saskatchewan","Pre-primary and primary","45 to 64 years","Male","Percent",4.5
2009,"Saskatchewan","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",1
2009,"Saskatchewan","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",1
2009,"Saskatchewan","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",1.5
2009,"Saskatchewan","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",16.5
2009,"Saskatchewan","Short-cycle tertiary","25 to 44 years","Female","Percent",23
2009,"Saskatchewan","Short-cycle tertiary","25 to 44 years","Male","Percent",10.5
2009,"Saskatchewan","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",16.5
2009,"Saskatchewan","Short-cycle tertiary","45 to 64 years","Female","Percent",24
2009,"Saskatchewan","Short-cycle tertiary","45 to 64 years","Male","Percent",10
2009,"Saskatchewan","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",8.5
2009,"Saskatchewan","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",12
2009,"Saskatchewan","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",5
2009,"Saskatchewan","Tertiary education","25 to 44 years","Both sexes","Percent",40
2009,"Saskatchewan","Tertiary education","25 to 44 years","Female","Percent",50
2009,"Saskatchewan","Tertiary education","25 to 44 years","Male","Percent",31
2009,"Saskatchewan","Tertiary education","45 to 64 years","Both sexes","Percent",32.5
2009,"Saskatchewan","Tertiary education","45 to 64 years","Female","Percent",40
2009,"Saskatchewan","Tertiary education","45 to 64 years","Male","Percent",25
2009,"Saskatchewan","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",18
2009,"Saskatchewan","Tertiary education","Total, 25 to 64 years","Female","Percent",22.5
2009,"Saskatchewan","Tertiary education","Total, 25 to 64 years","Male","Percent",14
2009,"Saskatchewan","Total, all levels","25 to 44 years","Both sexes","Percent",100
2009,"Saskatchewan","Total, all levels","25 to 44 years","Female","Percent",100
2009,"Saskatchewan","Total, all levels","25 to 44 years","Male","Percent",100
2009,"Saskatchewan","Total, all levels","45 to 64 years","Both sexes","Percent",100
2009,"Saskatchewan","Total, all levels","45 to 64 years","Female","Percent",100
2009,"Saskatchewan","Total, all levels","45 to 64 years","Male","Percent",100
2009,"Saskatchewan","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2009,"Saskatchewan","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2009,"Saskatchewan","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2009,"Saskatchewan","Upper secondary","25 to 44 years","Both sexes","Percent",31.5
2009,"Saskatchewan","Upper secondary","25 to 44 years","Female","Percent",28
2009,"Saskatchewan","Upper secondary","25 to 44 years","Male","Percent",35
2009,"Saskatchewan","Upper secondary","45 to 64 years","Both sexes","Percent",32.5
2009,"Saskatchewan","Upper secondary","45 to 64 years","Female","Percent",32.5
2009,"Saskatchewan","Upper secondary","45 to 64 years","Male","Percent",32.5
2009,"Saskatchewan","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",16
2009,"Saskatchewan","Upper secondary","Total, 25 to 64 years","Female","Percent",15.5
2009,"Saskatchewan","Upper secondary","Total, 25 to 64 years","Male","Percent",17
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",51.5
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",44
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",58.5
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",51
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",47
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",55
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",25.5
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",23
2009,"Saskatchewan","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",28.5
2009,"Saskatchewan","Upper secondary or above","25 to 44 years","Both sexes","Percent",92
2009,"Saskatchewan","Upper secondary or above","25 to 44 years","Female","Percent",94
2009,"Saskatchewan","Upper secondary or above","25 to 44 years","Male","Percent",89
2009,"Saskatchewan","Upper secondary or above","45 to 64 years","Both sexes","Percent",83.5
2009,"Saskatchewan","Upper secondary or above","45 to 64 years","Female","Percent",87
2009,"Saskatchewan","Upper secondary or above","45 to 64 years","Male","Percent",80
2009,"Saskatchewan","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",44
2009,"Saskatchewan","Upper secondary or above","Total, 25 to 64 years","Female","Percent",45.5
2009,"Saskatchewan","Upper secondary or above","Total, 25 to 64 years","Male","Percent",42.5
2009,"Yukon","Bachelor's level","25 to 44 years","Both sexes","Percent",17
2009,"Yukon","Bachelor's level","25 to 44 years","Female","Percent",18.5
2009,"Yukon","Bachelor's level","25 to 44 years","Male","Percent",15.5
2009,"Yukon","Bachelor's level","45 to 64 years","Both sexes","Percent",13
2009,"Yukon","Bachelor's level","45 to 64 years","Female","Percent",15.5
2009,"Yukon","Bachelor's level","45 to 64 years","Male","Percent",11
2009,"Yukon","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",7.5
2009,"Yukon","Bachelor's level","Total, 25 to 64 years","Female","Percent",8.5
2009,"Yukon","Bachelor's level","Total, 25 to 64 years","Male","Percent",6.5
2009,"Yukon","Below upper secondary","25 to 44 years","Both sexes","Percent",19
2009,"Yukon","Below upper secondary","25 to 44 years","Female","Percent",18
2009,"Yukon","Below upper secondary","25 to 44 years","Male","Percent",20
2009,"Yukon","Below upper secondary","45 to 64 years","Both sexes","Percent",17.5
2009,"Yukon","Below upper secondary","45 to 64 years","Female","Percent",NA
2009,"Yukon","Below upper secondary","45 to 64 years","Male","Percent",21
2009,"Yukon","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",9
2009,"Yukon","Below upper secondary","Total, 25 to 64 years","Female","Percent",8
2009,"Yukon","Below upper secondary","Total, 25 to 64 years","Male","Percent",10.5
2009,"Yukon","Lower secondary","25 to 44 years","Both sexes","Percent",17
2009,"Yukon","Lower secondary","25 to 44 years","Female","Percent",15.5
2009,"Yukon","Lower secondary","25 to 44 years","Male","Percent",18.5
2009,"Yukon","Lower secondary","45 to 64 years","Both sexes","Percent",15
2009,"Yukon","Lower secondary","45 to 64 years","Female","Percent",NA
2009,"Yukon","Lower secondary","45 to 64 years","Male","Percent",18
2009,"Yukon","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",8
2009,"Yukon","Lower secondary","Total, 25 to 64 years","Female","Percent",7
2009,"Yukon","Lower secondary","Total, 25 to 64 years","Male","Percent",9
2009,"Yukon","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",NA
2009,"Yukon","Master's or Doctoral level","25 to 44 years","Female","Percent",NA
2009,"Yukon","Master's or Doctoral level","25 to 44 years","Male","Percent",NA
2009,"Yukon","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",11
2009,"Yukon","Master's or Doctoral level","45 to 64 years","Female","Percent",12
2009,"Yukon","Master's or Doctoral level","45 to 64 years","Male","Percent",10
2009,"Yukon","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",4.5
2009,"Yukon","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",5
2009,"Yukon","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3.5
2009,"Yukon","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",11
2009,"Yukon","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",NA
2009,"Yukon","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",20
2009,"Yukon","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",18
2009,"Yukon","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",NA
2009,"Yukon","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",29
2009,"Yukon","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",7.5
2009,"Yukon","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",2
2009,"Yukon","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",12.5
2009,"Yukon","Pre-primary and primary","25 to 44 years","Both sexes","Percent",NA
2009,"Yukon","Pre-primary and primary","25 to 44 years","Female","Percent",NA
2009,"Yukon","Pre-primary and primary","25 to 44 years","Male","Percent",NA
2009,"Yukon","Pre-primary and primary","45 to 64 years","Both sexes","Percent",NA
2009,"Yukon","Pre-primary and primary","45 to 64 years","Female","Percent",NA
2009,"Yukon","Pre-primary and primary","45 to 64 years","Male","Percent",NA
2009,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",1
2009,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",NA
2009,"Yukon","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",1.5
2009,"Yukon","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",25.5
2009,"Yukon","Short-cycle tertiary","25 to 44 years","Female","Percent",33
2009,"Yukon","Short-cycle tertiary","25 to 44 years","Male","Percent",17
2009,"Yukon","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",23
2009,"Yukon","Short-cycle tertiary","45 to 64 years","Female","Percent",33
2009,"Yukon","Short-cycle tertiary","45 to 64 years","Male","Percent",15
2009,"Yukon","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",12
2009,"Yukon","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",16.5
2009,"Yukon","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",8
2009,"Yukon","Tertiary education","25 to 44 years","Both sexes","Percent",49
2009,"Yukon","Tertiary education","25 to 44 years","Female","Percent",59.5
2009,"Yukon","Tertiary education","25 to 44 years","Male","Percent",37
2009,"Yukon","Tertiary education","45 to 64 years","Both sexes","Percent",47.5
2009,"Yukon","Tertiary education","45 to 64 years","Female","Percent",60.5
2009,"Yukon","Tertiary education","45 to 64 years","Male","Percent",36
2009,"Yukon","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",24
