"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2010,"Atlantic provinces","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"C"
2010,"Atlantic provinces","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.6,"D"
2010,"Atlantic provinces","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2010,"Atlantic provinces","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"D"
2010,"Atlantic provinces","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16.7,"D"
2010,"Atlantic provinces","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"D"
2010,"Atlantic provinces","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",39.9,"D"
2010,"Atlantic provinces","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Atlantic provinces","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"C"
2010,"Atlantic provinces","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.4,"C"
2010,"Atlantic provinces","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.9,"C"
2010,"Atlantic provinces","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.7,"C"
2010,"Atlantic provinces","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.2,"C"
2010,"Atlantic provinces","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.9,"C"
2010,"Atlantic provinces","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",40.2,"C"
2010,"Atlantic provinces","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.2,"D"
2010,"Atlantic provinces","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",42.9,"C"
2010,"Atlantic provinces","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.7,"C"
2010,"Atlantic provinces","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.6,"D"
2010,"Atlantic provinces","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.9,"D"
2010,"Newfoundland and Labrador","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",15.2,"C"
2010,"Newfoundland and Labrador","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.4,"E"
2010,"Newfoundland and Labrador","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.3,"C"
2010,"Newfoundland and Labrador","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",22,"D"
2010,"Newfoundland and Labrador","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"C"
2010,"Newfoundland and Labrador","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"E"
2010,"Newfoundland and Labrador","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.9,"D"
2010,"Newfoundland and Labrador","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",16.6,"E"
2010,"Newfoundland and Labrador","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",16.8,"C"
2010,"Newfoundland and Labrador","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",19.8,"E"
2010,"Newfoundland and Labrador","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"D"
2010,"Newfoundland and Labrador","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",26.6,"D"
2010,"Newfoundland and Labrador","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"D"
2010,"Newfoundland and Labrador","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.8,"D"
2010,"Newfoundland and Labrador","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2010,"Newfoundland and Labrador","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"E"
2010,"Newfoundland and Labrador","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.5,"E"
2010,"Newfoundland and Labrador","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.8,"E"
2010,"Newfoundland and Labrador","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16.4,"E"
2010,"Newfoundland and Labrador","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Newfoundland and Labrador","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",49.1,"E"
2010,"Newfoundland and Labrador","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Newfoundland and Labrador","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.1,"D"
2010,"Newfoundland and Labrador","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"D"
2010,"Newfoundland and Labrador","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.4,"D"
2010,"Newfoundland and Labrador","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",38.9,"D"
2010,"Newfoundland and Labrador","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.3,"E"
2010,"Newfoundland and Labrador","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",42.6,"D"
2010,"Newfoundland and Labrador","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",53.1,"E"
2010,"Newfoundland and Labrador","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Newfoundland and Labrador","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",56.3,"D"
2010,"Newfoundland and Labrador","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.8,"D"
2010,"Newfoundland and Labrador","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.3,"E"
2010,"Newfoundland and Labrador","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.3,"E"
2010,"Prince Edward Island","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",14.2,"D"
2010,"Prince Edward Island","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",22,"D"
2010,"Prince Edward Island","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"D"
2010,"Prince Edward Island","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"E"
2010,"Prince Edward Island","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"D"
2010,"Prince Edward Island","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",20,"D"
2010,"Prince Edward Island","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2010,"Prince Edward Island","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",14.4,"D"
2010,"Prince Edward Island","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",24.3,"E"
2010,"Prince Edward Island","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"D"
2010,"Prince Edward Island","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"E"
2010,"Prince Edward Island","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"D"
2010,"Prince Edward Island","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"D"
2010,"Prince Edward Island","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.6,"D"
2010,"Prince Edward Island","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",22,"D"
2010,"Prince Edward Island","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",67.5,"D"
2010,"Prince Edward Island","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"D"
2010,"Prince Edward Island","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.9,"E"
2010,"Prince Edward Island","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"D"
2010,"Prince Edward Island","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.3,"D"
2010,"Prince Edward Island","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.1,"E"
2010,"Prince Edward Island","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",18.8,"E"
2010,"Prince Edward Island","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Prince Edward Island","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.5,"E"
2010,"Prince Edward Island","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.8,"E"
2010,"Prince Edward Island","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.1,"E"
2010,"Prince Edward Island","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Nova Scotia","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",14.9,"C"
2010,"Nova Scotia","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.1,"E"
2010,"Nova Scotia","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.9,"C"
2010,"Nova Scotia","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",17.8,"D"
2010,"Nova Scotia","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"D"
2010,"Nova Scotia","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.8,"E"
2010,"Nova Scotia","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.9,"D"
2010,"Nova Scotia","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",14.8,"D"
2010,"Nova Scotia","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",16.1,"C"
2010,"Nova Scotia","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.3,"E"
2010,"Nova Scotia","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"C"
2010,"Nova Scotia","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",20.3,"D"
2010,"Nova Scotia","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"D"
2010,"Nova Scotia","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.8,"D"
2010,"Nova Scotia","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2010,"Nova Scotia","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.4,"E"
2010,"Nova Scotia","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.3,"E"
2010,"Nova Scotia","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.4,"E"
2010,"Nova Scotia","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16,"E"
2010,"Nova Scotia","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"E"
2010,"Nova Scotia","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",31.9,"E"
2010,"Nova Scotia","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Nova Scotia","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2010,"Nova Scotia","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"D"
2010,"Nova Scotia","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"D"
2010,"Nova Scotia","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.3,"C"
2010,"Nova Scotia","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.2,"D"
2010,"Nova Scotia","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.2,"D"
2010,"Nova Scotia","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.4,"D"
2010,"Nova Scotia","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.8,"E"
2010,"Nova Scotia","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.1,"D"
2010,"Nova Scotia","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.6,"D"
2010,"Nova Scotia","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.9,"D"
2010,"Nova Scotia","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.6,"E"
2010,"New Brunswick","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",15.4,"C"
2010,"New Brunswick","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.6,"D"
2010,"New Brunswick","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"C"
2010,"New Brunswick","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18.7,"D"
2010,"New Brunswick","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",13.6,"C"
2010,"New Brunswick","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.9,"E"
2010,"New Brunswick","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"C"
2010,"New Brunswick","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"E"
2010,"New Brunswick","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",17.1,"C"
2010,"New Brunswick","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",19.3,"D"
2010,"New Brunswick","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"D"
2010,"New Brunswick","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",23,"D"
2010,"New Brunswick","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"C"
2010,"New Brunswick","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.8,"D"
2010,"New Brunswick","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"D"
2010,"New Brunswick","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.6,"E"
2010,"New Brunswick","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.2,"E"
2010,"New Brunswick","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10,"E"
2010,"New Brunswick","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16.6,"D"
2010,"New Brunswick","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"E"
2010,"New Brunswick","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",38.9,"E"
2010,"New Brunswick","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"New Brunswick","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"D"
2010,"New Brunswick","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.1,"D"
2010,"New Brunswick","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"D"
2010,"New Brunswick","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.5,"D"
2010,"New Brunswick","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.9,"D"
2010,"New Brunswick","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.9,"D"
2010,"New Brunswick","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",43.5,"D"
2010,"New Brunswick","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.2,"E"
2010,"New Brunswick","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",48,"D"
2010,"New Brunswick","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.6,"D"
2010,"New Brunswick","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.2,"D"
2010,"New Brunswick","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30,"E"
2010,"Quebec","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"B"
2010,"Quebec","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"D"
2010,"Quebec","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"C"
2010,"Quebec","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18.7,"C"
2010,"Quebec","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",14,"C"
2010,"Quebec","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14,"D"
2010,"Quebec","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14,"C"
2010,"Quebec","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13.8,"D"
2010,"Quebec","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",14.7,"C"
2010,"Quebec","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"D"
2010,"Quebec","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"C"
2010,"Quebec","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",22.6,"D"
2010,"Quebec","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.8,"C"
2010,"Quebec","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"D"
2010,"Quebec","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"C"
2010,"Quebec","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"D"
2010,"Quebec","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.8,"E"
2010,"Quebec","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.2,"E"
2010,"Quebec","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"D"
2010,"Quebec","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"D"
2010,"Quebec","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",40.9,"D"
2010,"Quebec","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2010,"Quebec","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.3,"C"
2010,"Quebec","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"D"
2010,"Quebec","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.1,"C"
2010,"Quebec","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.7,"C"
2010,"Quebec","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27,"D"
2010,"Quebec","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.5,"C"
2010,"Quebec","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",38.5,"D"
2010,"Quebec","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",31.1,"D"
2010,"Quebec","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",41.6,"D"
2010,"Quebec","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.7,"D"
2010,"Quebec","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.2,"D"
2010,"Quebec","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.9,"D"
2010,"Ontario","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",13.3,"C"
2010,"Ontario","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.4,"D"
2010,"Ontario","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.3,"C"
2010,"Ontario","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",9.8,"D"
2010,"Ontario","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"C"
2010,"Ontario","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.3,"D"
2010,"Ontario","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"C"
2010,"Ontario","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",6.7,"E"
2010,"Ontario","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"C"
2010,"Ontario","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.6,"D"
2010,"Ontario","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"C"
2010,"Ontario","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"D"
2010,"Ontario","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"C"
2010,"Ontario","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"C"
2010,"Ontario","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"C"
2010,"Ontario","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.5,"E"
2010,"Ontario","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.7,"E"
2010,"Ontario","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.3,"E"
2010,"Ontario","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",15.4,"D"
2010,"Ontario","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"D"
2010,"Ontario","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",38,"D"
2010,"Ontario","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",17.9,"E"
2010,"Ontario","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"C"
2010,"Ontario","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.3,"D"
2010,"Ontario","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"C"
2010,"Ontario","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.6,"C"
2010,"Ontario","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21,"D"
2010,"Ontario","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.1,"C"
2010,"Ontario","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21.7,"D"
2010,"Ontario","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"E"
2010,"Ontario","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.1,"D"
2010,"Ontario","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27,"C"
2010,"Ontario","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.3,"D"
2010,"Ontario","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.9,"D"
2010,"Prairie provinces","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"C"
2010,"Prairie provinces","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.7,"D"
2010,"Prairie provinces","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.2,"C"
2010,"Prairie provinces","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",8.8,"D"
2010,"Prairie provinces","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",10.8,"C"
2010,"Prairie provinces","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",17,"D"
2010,"Prairie provinces","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"C"
2010,"Prairie provinces","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",6.3,"D"
2010,"Prairie provinces","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",11.3,"C"
2010,"Prairie provinces","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"D"
2010,"Prairie provinces","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"C"
2010,"Prairie provinces","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",10.8,"D"
2010,"Prairie provinces","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"C"
2010,"Prairie provinces","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.9,"C"
2010,"Prairie provinces","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"C"
2010,"Prairie provinces","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.6,"E"
2010,"Prairie provinces","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.4,"E"
2010,"Prairie provinces","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.7,"E"
2010,"Prairie provinces","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",14.7,"D"
2010,"Prairie provinces","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"D"
2010,"Prairie provinces","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",47.3,"D"
2010,"Prairie provinces","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.3,"E"
